broj_karte|sifra_konkretnog_leta|kupac|prodavac|sediste|datum_prodaje|obrisana|status|putnici
10|0011|{'ime': 'hrosytzhmc', 'prezime': 'oquhyttvbk', 'korisnicko_ime': 'bmkpsfxdsu', 'lozinka': 'pacunsgbvm', 'email': 'vksrbminnb@email.com', 'pasos': '913018436', 'drzavljanstvo': 'wjvmvqgfum', 'telefon': '342888', 'pol': 'mznhniwbne', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|7062|27.08.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'hmwiofflvi', 'prezime': 'xsajqtfupf', 'korisnicko_ime': 'covsifxgwf', 'lozinka': 'qejbdupjfh', 'email': 'xvpmtjreql@email.com', 'pasos': '856426970', 'drzavljanstvo': 'sxcmeaoxfu', 'telefon': '590999', 'pol': 'jfgdjwzixw', 'uloga': 'korisnik'}, {'ime': 'qfabtzoosr', 'prezime': 'xazegnguti', 'korisnicko_ime': 'babktxjtwm', 'lozinka': 'eijafprtnd', 'email': 'xsfrpjtxin@email.com', 'pasos': '929285862', 'drzavljanstvo': 'ubqwsgprpp', 'telefon': '191030', 'pol': 'wwhcehwsxd', 'uloga': 'korisnik'}, {'ime': 'mrhrsoxhqk', 'prezime': 'ksfmvnmoxy', 'korisnicko_ime': 'mvyratdzrx', 'lozinka': 'wrpobdgbgm', 'email': 'ejqfksotty@email.com', 'pasos': '204769184', 'drzavljanstvo': 'alksoagfas', 'telefon': '222013', 'pol': 'jkgauktixm', 'uloga': 'korisnik'}]
11|0012|{'ime': 'ejlarlfwkl', 'prezime': 'kfgzlckqkt', 'korisnicko_ime': 'memqvjpmbm', 'lozinka': 'evrobmrgiu', 'email': 'mvtrsgxovj@email.com', 'pasos': '385957864', 'drzavljanstvo': 'bbsyzwqvya', 'telefon': '509797', 'pol': 'tavqifexjo', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|7059|30.05.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'yykmajsipi', 'prezime': 'gxrvmmhirx', 'korisnicko_ime': 'jfaokksxra', 'lozinka': 'zictnbxcwh', 'email': 'fdsznleudu@email.com', 'pasos': '466458938', 'drzavljanstvo': 'qozqcwudao', 'telefon': '327017', 'pol': 'hyggplazdu', 'uloga': 'korisnik'}, {'ime': 'ymdlgshnla', 'prezime': 'cgkugrrvpr', 'korisnicko_ime': 'pgmqwdarmr', 'lozinka': 'clepjqhebp', 'email': 'ajuqydysyj@email.com', 'pasos': '151996168', 'drzavljanstvo': 'kwsosniblc', 'telefon': '612714', 'pol': 'ukuycdivzv', 'uloga': 'korisnik'}, {'ime': 'njynwfzqld', 'prezime': 'ryfljhhxey', 'korisnicko_ime': 'qidufraert', 'lozinka': 'irmgyltlwv', 'email': 'pdmqfxklsg@email.com', 'pasos': '319984319', 'drzavljanstvo': 'moxpafnchp', 'telefon': '155150', 'pol': 'afnupbgnnv', 'uloga': 'korisnik'}]
12|0013|{'ime': 'ojvmncelwa', 'prezime': 'nqwnpxvnru', 'korisnicko_ime': 'fkamdoyban', 'lozinka': 'zzfphteffb', 'email': 'blhlbmbbgx@email.com', 'pasos': '238255317', 'drzavljanstvo': 'epvxgceizx', 'telefon': '542460', 'pol': 'xgvsnwwezm', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|7285|03.07.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'advbqzspni', 'prezime': 'xvexsememn', 'korisnicko_ime': 'xfqecpkiam', 'lozinka': 'ccwvfeuiaq', 'email': 'iezvkmjojl@email.com', 'pasos': '798360015', 'drzavljanstvo': 'nljpbaedvq', 'telefon': '840412', 'pol': 'dhkslgxvgf', 'uloga': 'korisnik'}, {'ime': 'botfuuuzbg', 'prezime': 'nmcrsnajlk', 'korisnicko_ime': 'xyourfribd', 'lozinka': 'gvagfzjutw', 'email': 'ntrbotgfda@email.com', 'pasos': '383299638', 'drzavljanstvo': 'qkrrnqrekr', 'telefon': '879153', 'pol': 'dqgiekysol', 'uloga': 'korisnik'}, {'ime': 'zppiegylwb', 'prezime': 'jcnfntjytg', 'korisnicko_ime': 'ktrebguoog', 'lozinka': 'mqlfqpivbz', 'email': 'rwrlanorzh@email.com', 'pasos': '817749331', 'drzavljanstvo': 'fszvsvcfjp', 'telefon': '105555', 'pol': 'eaemagavty', 'uloga': 'korisnik'}]
13|0014|{'ime': 'inkcssohmm', 'prezime': 'tevogwnjag', 'korisnicko_ime': 'fdmjslcaou', 'lozinka': 'kwkqijnliz', 'email': 'xmgxfxcmgx@email.com', 'pasos': '437344941', 'drzavljanstvo': 'izmlelfuwu', 'telefon': '507774', 'pol': 'ccwzzuwrkj', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|7069|26.07.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'inczqmskot', 'prezime': 'atrdszvwmy', 'korisnicko_ime': 'mhlnfcocpr', 'lozinka': 'smzdnxvmco', 'email': 'mrwsvewtya@email.com', 'pasos': '164531501', 'drzavljanstvo': 'gvnwfefxvr', 'telefon': '286866', 'pol': 'kqssxvcidt', 'uloga': 'korisnik'}, {'ime': 'kjrwexspgn', 'prezime': 'jsifsqvwjs', 'korisnicko_ime': 'ohwzdimttq', 'lozinka': 'jnbvzclxjw', 'email': 'hxsyfzmfyc@email.com', 'pasos': '361849164', 'drzavljanstvo': 'vftfbtfadr', 'telefon': '809265', 'pol': 'ffklsasknq', 'uloga': 'korisnik'}, {'ime': 'kbzunkaprs', 'prezime': 'wnthxjgbet', 'korisnicko_ime': 'qoomigdwri', 'lozinka': 'yfefesnjnn', 'email': 'xrvahfogag@email.com', 'pasos': '316984165', 'drzavljanstvo': 'czhuborzlo', 'telefon': '141506', 'pol': 'ewdnuzuxfu', 'uloga': 'korisnik'}]
14|0015|{'ime': 'dmppkzzxwg', 'prezime': 'wtbevixaac', 'korisnicko_ime': 'hegtfzpbav', 'lozinka': 'hcyodbmnvg', 'email': 'fozlyvlqpq@email.com', 'pasos': '489290362', 'drzavljanstvo': 'ctenrlqdtb', 'telefon': '529809', 'pol': 'pgjhhedrrt', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|6512|22.02.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'ulzsljubpu', 'prezime': 'xrzrqvyxdh', 'korisnicko_ime': 'lntylykmrv', 'lozinka': 'ejprgghfvv', 'email': 'bwmftpyeog@email.com', 'pasos': '914273156', 'drzavljanstvo': 'enefgyjhjz', 'telefon': '680309', 'pol': 'wvswntotfq', 'uloga': 'korisnik'}, {'ime': 'obngfprygu', 'prezime': 'jdotngipvt', 'korisnicko_ime': 'drxeeyjtuy', 'lozinka': 'cljrycdmzl', 'email': 'edzrfbixwr@email.com', 'pasos': '421028535', 'drzavljanstvo': 'qmmboetjdh', 'telefon': '884512', 'pol': 'rzltjiamhu', 'uloga': 'korisnik'}, {'ime': 'qwwngwjlxp', 'prezime': 'fsvtitqbdy', 'korisnicko_ime': 'uekxledljy', 'lozinka': 'ipuviqvnvs', 'email': 'hbragomnra@email.com', 'pasos': '205027575', 'drzavljanstvo': 'miekfxzwqs', 'telefon': '436646', 'pol': 'cqveckynej', 'uloga': 'korisnik'}]
15|0016|{'ime': 'xamhwgzpkh', 'prezime': 'ilnfdkvjnz', 'korisnicko_ime': 'owtglnrqse', 'lozinka': 'nhtppjvxec', 'email': 'buqfbhbtns@email.com', 'pasos': '729993617', 'drzavljanstvo': 'sdhiyzluvy', 'telefon': '223648', 'pol': 'klotnefnou', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|7229|11.09.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'sroyiynmqp', 'prezime': 'vewhvufeub', 'korisnicko_ime': 'owzxnxacyr', 'lozinka': 'jduhkduwhi', 'email': 'mnzgrmkzgs@email.com', 'pasos': '586935655', 'drzavljanstvo': 'mujixfckxz', 'telefon': '184693', 'pol': 'kemfzzxjbl', 'uloga': 'korisnik'}, {'ime': 'nvdbuvslwm', 'prezime': 'jiuzewllvw', 'korisnicko_ime': 'dljrzbkwzx', 'lozinka': 'jlpkzcofak', 'email': 'onjlrhjvok@email.com', 'pasos': '300915561', 'drzavljanstvo': 'ifftszwnaz', 'telefon': '206792', 'pol': 'vnpvwrnztd', 'uloga': 'korisnik'}, {'ime': 'jihwgujpzt', 'prezime': 'aoojxjrsnk', 'korisnicko_ime': 'quoeykorsx', 'lozinka': 'lokobomsfh', 'email': 'gberaujwgg@email.com', 'pasos': '109653779', 'drzavljanstvo': 'nodbvtsnfv', 'telefon': '284580', 'pol': 'sazdyppkhj', 'uloga': 'korisnik'}]
16|0017|{'ime': 'pczzzhefwz', 'prezime': 'jvksessbre', 'korisnicko_ime': 'hewalfqdfb', 'lozinka': 'kzezwrxaer', 'email': 'tpevefgpex@email.com', 'pasos': '468600367', 'drzavljanstvo': 'yfpnakpaxr', 'telefon': '625588', 'pol': 'itjisyloaw', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|7065|30.03.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'gtfkzkkjti', 'prezime': 'sbqzaaqmxx', 'korisnicko_ime': 'izzjqheiha', 'lozinka': 'yxayxotegf', 'email': 'qettcygzvm@email.com', 'pasos': '463313409', 'drzavljanstvo': 'sbancgsizo', 'telefon': '370120', 'pol': 'uastyjbbwl', 'uloga': 'korisnik'}, {'ime': 'hxlbfbelpt', 'prezime': 'jbxxxfwfpx', 'korisnicko_ime': 'esaknkwiwu', 'lozinka': 'ddbwfqcejr', 'email': 'jjdnqxmpuq@email.com', 'pasos': '899824561', 'drzavljanstvo': 'adurmdmdfb', 'telefon': '518143', 'pol': 'gqyspdsrih', 'uloga': 'korisnik'}, {'ime': 'hexifeuoxv', 'prezime': 'ihkcwqghfj', 'korisnicko_ime': 'dmjocthrvu', 'lozinka': 'vyrnjtarjp', 'email': 'wleslabnfu@email.com', 'pasos': '425748771', 'drzavljanstvo': 'ocfuupcuut', 'telefon': '136124', 'pol': 'vjoxdceexj', 'uloga': 'korisnik'}]
17|0018|{'ime': 'kdysfnvoea', 'prezime': 'zhmucdrdai', 'korisnicko_ime': 'amhnwueimn', 'lozinka': 'omfablspzy', 'email': 'omlvddxfhx@email.com', 'pasos': '393146697', 'drzavljanstvo': 'bosngxjqmc', 'telefon': '675617', 'pol': 'eysjkaoydd', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|684|14.04.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'qsvukdynih', 'prezime': 'opxffmurfq', 'korisnicko_ime': 'dhkitqkpee', 'lozinka': 'rbiukwaxjd', 'email': 'cpxvtsmccq@email.com', 'pasos': '152905314', 'drzavljanstvo': 'johnacancr', 'telefon': '651779', 'pol': 'jkfbbdenwm', 'uloga': 'korisnik'}, {'ime': 'qaseeqhlkj', 'prezime': 'kxisijnppv', 'korisnicko_ime': 'kerwfdgrvd', 'lozinka': 'knypyfltid', 'email': 'psvekbwjka@email.com', 'pasos': '926399753', 'drzavljanstvo': 'ozhnvfhehq', 'telefon': '535646', 'pol': 'scimrkwhmh', 'uloga': 'korisnik'}, {'ime': 'jwdqhntips', 'prezime': 'icvvixufjv', 'korisnicko_ime': 'dopllxmjtp', 'lozinka': 'qqcxwyxfhp', 'email': 'ydgozjogbs@email.com', 'pasos': '791451917', 'drzavljanstvo': 'jrcjcvefwh', 'telefon': '195229', 'pol': 'kpvbuqxczp', 'uloga': 'korisnik'}]
18|0019|{'ime': 'smdvigimeq', 'prezime': 'qsxngjorbc', 'korisnicko_ime': 'szcdznirxp', 'lozinka': 'vnaglssreh', 'email': 'ftvkglzvxt@email.com', 'pasos': '919097099', 'drzavljanstvo': 'xwwvacsizt', 'telefon': '843743', 'pol': 'ozafznqcds', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|7294|01.03.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'lhthtddeaz', 'prezime': 'cldqljdbgo', 'korisnicko_ime': 'vqgefrngpb', 'lozinka': 'wmhyvtbmgi', 'email': 'oosjuythdu@email.com', 'pasos': '991868472', 'drzavljanstvo': 'hhdqxfzwrv', 'telefon': '936822', 'pol': 'zsuvsmovdd', 'uloga': 'korisnik'}, {'ime': 'xiexgkjbso', 'prezime': 'ettcqxvhaa', 'korisnicko_ime': 'asepclfnwg', 'lozinka': 'hxrvgfckie', 'email': 'akxlmqbhls@email.com', 'pasos': '791921597', 'drzavljanstvo': 'ubgkfjispq', 'telefon': '557025', 'pol': 'pdittqgmmg', 'uloga': 'korisnik'}, {'ime': 'traqiazvuc', 'prezime': 'inriojiuoj', 'korisnicko_ime': 'ffbuiilocz', 'lozinka': 'hffkswuzjg', 'email': 'kvfcnpyjsd@email.com', 'pasos': '575777140', 'drzavljanstvo': 'wntottvjzw', 'telefon': '966098', 'pol': 'mfiwfsfvgt', 'uloga': 'korisnik'}]
19|0020|{'ime': 'cqerqisbgg', 'prezime': 'ohwqqytahb', 'korisnicko_ime': 'yabsciynyk', 'lozinka': 'kivfscicjf', 'email': 'exeueallkl@email.com', 'pasos': '209721547', 'drzavljanstvo': 'eeydjgfsyo', 'telefon': '968060', 'pol': 'wgogxpxfws', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|6821|08.10.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'xwpwuwajcv', 'prezime': 'yzihuvkjdu', 'korisnicko_ime': 'cffevxubaa', 'lozinka': 'ccplynbits', 'email': 'ivfnsngtuj@email.com', 'pasos': '489496977', 'drzavljanstvo': 'bttxcignzg', 'telefon': '368219', 'pol': 'zstabstkrl', 'uloga': 'korisnik'}, {'ime': 'gizswnopji', 'prezime': 'qttbdwoywv', 'korisnicko_ime': 'qbscfnbxsr', 'lozinka': 'ittbcnohpx', 'email': 'vnjkeoyxyn@email.com', 'pasos': '157701594', 'drzavljanstvo': 'buqdxzuxsm', 'telefon': '568387', 'pol': 'svoskdekhg', 'uloga': 'korisnik'}, {'ime': 'vhacpynkgy', 'prezime': 'czbhvkdjng', 'korisnicko_ime': 'qgnjjhebzu', 'lozinka': 'aldetxosdq', 'email': 'ydnknzpfji@email.com', 'pasos': '657559271', 'drzavljanstvo': 'osqvlwcgnx', 'telefon': '255042', 'pol': 'cpsrmtkwbx', 'uloga': 'korisnik'}]
20|0021|{'ime': 'hpxrwrygrt', 'prezime': 'uoubhiinbz', 'korisnicko_ime': 'khjxjavpyt', 'lozinka': 'fdozipnvgr', 'email': 'tjzpzffubw@email.com', 'pasos': '506950513', 'drzavljanstvo': 'fwgbbrgnko', 'telefon': '416450', 'pol': 'xzgppyuplf', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|6520|02.11.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'mbyzfgetwi', 'prezime': 'balhtbyyab', 'korisnicko_ime': 'sqebuubvhg', 'lozinka': 'idhmhfvkho', 'email': 'ingbuwqqcl@email.com', 'pasos': '806067998', 'drzavljanstvo': 'lstiwfagep', 'telefon': '774416', 'pol': 'xtzjayyoeu', 'uloga': 'korisnik'}, {'ime': 'woenneoxdx', 'prezime': 'qbdnaismil', 'korisnicko_ime': 'afonzbfbft', 'lozinka': 'euzmrbwgok', 'email': 'oqanovmqvy@email.com', 'pasos': '698894304', 'drzavljanstvo': 'qpymzcgpvv', 'telefon': '902500', 'pol': 'kxxqvivbpj', 'uloga': 'korisnik'}, {'ime': 'lxeereoyoc', 'prezime': 'xloiywxgda', 'korisnicko_ime': 'almlmfoapf', 'lozinka': 'uqbjjuavak', 'email': 'egpothktxs@email.com', 'pasos': '892907230', 'drzavljanstvo': 'pjwfowcxki', 'telefon': '417058', 'pol': 'crzqqahvsa', 'uloga': 'korisnik'}]
21|0022|{'ime': 'fnsjediuex', 'prezime': 'sixnsaekls', 'korisnicko_ime': 'pkzjmsixgk', 'lozinka': 'vzcahfzxqg', 'email': 'orelvdhbcq@email.com', 'pasos': '838115747', 'drzavljanstvo': 'gxbvnlbdsl', 'telefon': '936877', 'pol': 'syemxgvkbo', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|6616|05.08.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'dmpybfcqaj', 'prezime': 'bbhqwithaf', 'korisnicko_ime': 'zeynyfohwb', 'lozinka': 'ftzdggkwxk', 'email': 'aqpvigfdbb@email.com', 'pasos': '173462714', 'drzavljanstvo': 'switdgwqzj', 'telefon': '718768', 'pol': 'krplvmdewo', 'uloga': 'korisnik'}, {'ime': 'bnqcjuwggy', 'prezime': 'jlljqqfuhj', 'korisnicko_ime': 'flonjsyjcp', 'lozinka': 'kzltpazrkn', 'email': 'grqjufvcxr@email.com', 'pasos': '723920793', 'drzavljanstvo': 'fitqpxhqul', 'telefon': '637420', 'pol': 'gkopnybgpz', 'uloga': 'korisnik'}, {'ime': 'ceupcngfpl', 'prezime': 'zdyajeyobm', 'korisnicko_ime': 'oqaxzznrgi', 'lozinka': 'qzqjpiwsmn', 'email': 'nmwggguyyk@email.com', 'pasos': '486112620', 'drzavljanstvo': 'zcpebzomxe', 'telefon': '923456', 'pol': 'cudhobgnej', 'uloga': 'korisnik'}]
22|0023|{'ime': 'pskguhauap', 'prezime': 'xqqavrfvqj', 'korisnicko_ime': 'fcwvydcpmj', 'lozinka': 'bagiganztq', 'email': 'lrjkobbpvk@email.com', 'pasos': '930237180', 'drzavljanstvo': 'ytvbfmlsvw', 'telefon': '132678', 'pol': 'gfvglstnhy', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|6946|05.07.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'alcbdduogu', 'prezime': 'wdwrbsdrjg', 'korisnicko_ime': 'ykbfndufrx', 'lozinka': 'jilooreohp', 'email': 'sfhisqgmbm@email.com', 'pasos': '320932467', 'drzavljanstvo': 'bvvushcoxh', 'telefon': '693910', 'pol': 'mrufjqeike', 'uloga': 'korisnik'}, {'ime': 'syfxlwsxab', 'prezime': 'tozoloxzom', 'korisnicko_ime': 'uspgkgzlxa', 'lozinka': 'yojskdoeio', 'email': 'qblqsxlgth@email.com', 'pasos': '980966022', 'drzavljanstvo': 'ovixyjcrhc', 'telefon': '997131', 'pol': 'qzahparrvx', 'uloga': 'korisnik'}, {'ime': 'jijogtwrax', 'prezime': 'lqvocfhuru', 'korisnicko_ime': 'xqihzwoidl', 'lozinka': 'tzfpnflwsu', 'email': 'gvpketlvms@email.com', 'pasos': '139963171', 'drzavljanstvo': 'yqsdghvsql', 'telefon': '516427', 'pol': 'pzgjdrtsux', 'uloga': 'korisnik'}]
